churn,total day minutes,total day calls,total eve minutes,customer service calls,international plan,voice mail plan,number vmail messages,service_call_rate,total_calls,Churn Status
False,203.9,106,187.6,3,yes,yes,33,0.009404388714733543,318,Not Churned
False,140.4,94,271.8,1,no,no,0,0.003289473684210526,303,Not Churned
False,126.3,102,166.8,3,no,no,0,0.009230769230769232,324,Not Churned
True,173.1,85,203.9,0,yes,yes,41,0.0,285,Churned
False,124.8,82,282.2,2,no,no,0,0.0076045627376425855,262,Not Churned
False,85.8,77,165.3,3,no,no,0,0.01056338028169014,283,Not Churned
False,154.0,67,225.8,1,no,no,0,0.0036363636363636364,274,Not Churned
False,120.9,97,213.0,2,no,yes,28,0.006430868167202572,310,Not Churned
False,211.3,120,162.6,3,no,no,0,0.00819672131147541,365,Not Churned
False,187.0,133,134.6,2,no,no,0,0.0058823529411764705,339,Not Churned
True,159.1,114,231.3,5,no,no,0,0.015337423312883436,325,Churned
False,133.2,135,217.2,1,no,yes,24,0.0036231884057971015,275,Not Churned
False,191.9,108,269.8,3,no,no,0,0.010101010101010102,296,Not Churned
False,220.6,57,211.1,1,no,no,0,0.003278688524590164,304,Not Churned
False,186.1,112,190.2,2,no,no,0,0.008264462809917356,241,Not Churned
False,160.2,117,267.5,2,no,no,0,0.007751937984496124,257,Not Churned
True,151.0,83,219.7,5,no,no,0,0.015151515151515152,329,Churned
False,175.5,67,249.3,1,no,no,0,0.003937007874015748,253,Not Churned
False,126.9,98,180.0,1,no,no,0,0.003436426116838488,290,Not Churned
True,198.4,129,75.3,3,no,yes,30,0.010452961672473868,286,Churned
False,148.8,70,246.5,3,no,no,0,0.008797653958944282,340,Not Churned
False,229.3,103,177.4,1,no,no,0,0.003003003003003003,332,Not Churned
False,192.1,97,169.9,1,no,no,0,0.004,249,Not Churned
False,268.6,83,178.2,2,no,yes,34,0.005970149253731343,334,Not Churned
False,193.7,91,246.1,2,no,yes,33,0.007067137809187279,282,Not Churned
False,180.7,92,187.8,3,no,yes,28,0.014084507042253521,212,Not Churned
False,131.2,98,162.9,2,no,no,0,0.006493506493506494,307,Not Churned
False,148.1,74,169.5,2,no,yes,41,0.007407407407407408,269,Not Churned
False,251.5,105,212.8,0,yes,no,0,0.0,280,Not Churned
False,125.2,93,206.4,0,yes,no,0,0.0,359,Not Churned
False,211.6,70,216.9,1,no,no,0,0.0047169811320754715,211,Not Churned
True,178.9,101,169.1,4,no,no,0,0.012698412698412698,314,Churned
False,241.8,93,170.5,3,no,no,0,0.010416666666666666,287,Not Churned
False,224.9,97,188.2,0,no,yes,46,0.0,244,Not Churned
False,248.6,83,148.9,3,no,no,0,0.010638297872340425,281,Not Churned
False,203.4,146,226.7,1,no,no,0,0.002680965147453083,372,Not Churned
False,235.8,109,157.2,0,no,no,0,0.0,305,Not Churned
False,157.1,90,223.3,1,no,no,0,0.0036231884057971015,275,Not Churned
True,300.3,109,181.0,0,no,no,0,0.0,286,Churned
True,61.6,117,77.1,4,no,no,0,0.012944983818770227,308,Churned
False,214.1,72,164.4,2,no,no,0,0.006825938566552901,292,Not Churned
False,170.2,98,155.2,1,no,no,0,0.0035842293906810036,278,Not Churned
False,201.1,99,303.5,1,no,no,0,0.003389830508474576,294,Not Churned
False,215.4,104,204.8,3,yes,no,0,0.010067114093959731,297,Not Churned
False,165.6,123,136.1,3,no,yes,25,0.00964630225080386,310,Not Churned
False,249.5,101,259.7,1,no,yes,24,0.003676470588235294,271,Not Churned
True,210.6,96,249.2,2,no,no,0,0.007380073800738007,270,Churned
False,179.3,104,225.9,0,no,yes,29,0.0,275,Not Churned
True,157.9,105,155.0,4,no,no,0,0.013513513513513514,295,Churned
False,214.3,118,208.5,1,no,no,0,0.003389830508474576,294,Not Churned
False,154.1,104,123.4,2,no,yes,35,0.00784313725490196,254,Not Churned
True,237.9,125,247.6,1,no,no,0,0.003436426116838488,290,Churned
False,143.9,61,194.9,1,no,no,0,0.0038022813688212928,262,Not Churned
True,203.4,100,190.9,0,no,no,0,0.0,327,Churned
False,124.3,100,173.0,1,no,no,0,0.0035842293906810036,278,Not Churned
False,252.9,93,178.4,3,no,no,0,0.009433962264150943,317,Not Churned
False,179.1,71,190.6,3,no,no,0,0.01195219123505976,250,Not Churned
False,278.4,106,81.0,1,no,no,0,0.0027624309392265192,361,Not Churned
False,160.1,110,213.3,0,no,no,0,0.0,258,Not Churned
False,198.2,87,207.3,4,no,no,0,0.014285714285714285,279,Not Churned
True,212.1,131,209.4,1,no,no,0,0.002967359050445104,336,Churned
True,251.8,72,205.7,2,no,no,0,0.006349206349206349,314,Churned
False,161.2,114,252.2,4,no,yes,21,0.013422818791946308,297,Not Churned
False,178.3,137,189.0,0,no,no,0,0.0,320,Not Churned
False,151.7,82,119.0,0,no,no,0,0.0,293,Not Churned
False,135.0,99,183.6,1,no,no,0,0.0031545741324921135,316,Not Churned
False,170.5,94,173.7,1,no,no,0,0.0035587188612099642,280,Not Churned
False,238.1,65,187.2,4,no,no,0,0.014134275618374558,282,Not Churned
False,281.4,102,202.2,2,no,yes,29,0.006711409395973154,297,Not Churned
False,117.9,131,164.5,1,no,yes,21,0.002976190476190476,335,Not Churned
False,148.6,91,131.1,1,no,yes,32,0.0030120481927710845,331,Not Churned
False,229.8,90,147.9,3,no,no,0,0.009174311926605505,326,Not Churned
False,165.0,100,317.2,1,no,no,0,0.0035971223021582736,277,Not Churned
False,185.0,117,223.3,2,no,no,0,0.006557377049180328,304,Not Churned
False,161.0,117,190.9,4,no,no,0,0.011494252873563218,347,Not Churned
False,126.7,108,206.0,1,no,no,0,0.003125,319,Not Churned
False,58.9,125,169.6,1,no,no,0,0.0036231884057971015,275,Not Churned
True,196.8,89,254.9,0,yes,yes,42,0.0,343,Churned
False,162.6,83,152.3,1,no,no,0,0.0031446540880503146,317,Not Churned
True,282.5,114,219.9,1,no,no,0,0.0035460992907801418,281,Churned
False,113.7,117,157.5,2,no,yes,36,0.006230529595015576,320,Not Churned
False,239.8,125,214.8,2,no,no,0,0.006191950464396285,322,Not Churned
False,210.2,92,227.3,1,no,no,0,0.0034129692832764505,292,Not Churned
False,213.8,102,141.8,0,no,yes,22,0.0,314,Not Churned
False,190.7,103,183.5,3,no,no,0,0.009146341463414634,327,Not Churned
False,170.9,124,132.3,1,no,no,0,0.003205128205128205,311,Not Churned
False,154.2,119,110.2,2,no,no,0,0.0058823529411764705,339,Not Churned
False,201.4,52,229.4,1,no,no,0,0.0037593984962406013,265,Not Churned
True,70.7,108,157.5,4,no,no,0,0.014234875444839857,280,Churned
True,187.5,124,146.6,4,no,yes,27,0.011019283746556474,362,Churned
False,91.7,90,193.7,2,no,no,0,0.006578947368421052,303,Not Churned
False,214.2,115,161.7,3,no,yes,36,0.008849557522123894,338,Not Churned
False,145.5,92,217.7,3,no,no,0,0.009036144578313253,331,Not Churned
False,166.3,125,158.2,1,no,no,0,0.003367003367003367,296,Not Churned
False,231.0,115,230.4,1,no,no,0,0.002638522427440633,378,Not Churned
False,200.3,96,201.2,4,no,no,0,0.015384615384615385,259,Not Churned
False,197.0,109,202.6,1,no,no,0,0.003048780487804878,327,Not Churned
False,129.9,112,173.3,3,yes,no,0,0.00911854103343465,328,Not Churned
False,175.8,97,217.5,5,no,yes,21,0.014619883040935672,341,Not Churned
False,203.1,106,210.1,3,no,no,0,0.008522727272727272,351,Not Churned
False,183.2,117,126.8,1,no,yes,36,0.003663003663003663,272,Not Churned
False,205.0,101,152.0,2,no,yes,23,0.008849557522123894,225,Not Churned
False,148.5,115,276.4,1,no,no,0,0.0031746031746031746,314,Not Churned
False,200.3,68,220.4,0,no,yes,39,0.0,285,Not Churned
False,192.6,107,195.5,3,no,yes,28,0.009202453987730062,325,Not Churned
False,246.5,47,195.5,1,no,no,0,0.004310344827586207,231,Not Churned
True,167.1,86,177.5,2,yes,no,0,0.006389776357827476,312,Churned
False,231.9,101,160.1,3,no,no,0,0.01,299,Not Churned
False,146.7,91,203.5,1,no,no,0,0.0035335689045936395,282,Not Churned
False,271.5,87,216.3,1,yes,no,0,0.0030959752321981426,322,Not Churned
False,181.5,121,218.4,1,no,no,0,0.003048780487804878,327,Not Churned
False,257.7,97,162.1,2,no,yes,43,0.007067137809187279,282,Not Churned
False,193.8,99,221.4,1,no,no,0,0.003355704697986577,297,Not Churned
False,102.8,119,206.7,1,no,no,0,0.0030959752321981426,322,Not Churned
False,187.9,116,157.6,1,no,no,0,0.003067484662576687,325,Not Churned
False,226.0,112,248.5,1,no,no,0,0.0026041666666666665,383,Not Churned
False,260.4,115,146.0,5,no,no,0,0.019762845849802372,252,Not Churned
False,178.7,116,292.1,0,no,no,0,0.0,359,Not Churned
True,337.4,120,227.4,0,no,no,0,0.0,357,Churned
False,157.6,129,247.0,0,no,yes,23,0.0,339,Not Churned
False,183.6,117,256.7,1,no,no,0,0.0036900369003690036,270,Not Churned
False,142.1,124,183.4,1,no,yes,24,0.002688172043010753,371,Not Churned
False,136.3,97,172.2,0,no,no,0,0.0,311,Not Churned
False,217.1,110,241.5,0,no,no,0,0.0,330,Not Churned
False,187.5,99,241.4,3,no,yes,36,0.009202453987730062,325,Not Churned
False,98.9,103,135.4,1,no,no,0,0.003236245954692557,308,Not Churned
False,206.3,151,148.6,1,no,no,0,0.0029850746268656717,334,Not Churned
False,243.1,92,213.8,2,no,yes,33,0.006872852233676976,290,Not Churned
False,189.8,126,163.3,1,no,yes,31,0.002570694087403599,388,Not Churned
False,202.0,102,243.2,1,no,no,0,0.0030864197530864196,323,Not Churned
False,170.1,124,193.3,1,no,yes,38,0.0031446540880503146,317,Not Churned
False,230.9,87,187.4,0,no,no,0,0.0,232,Not Churned
False,237.1,105,223.5,1,no,no,0,0.003424657534246575,291,Not Churned
False,182.1,91,169.7,2,no,yes,27,0.0071174377224199285,280,Not Churned
False,119.3,87,211.5,3,no,no,0,0.010752688172043012,278,Not Churned
False,116.8,87,178.9,1,no,no,0,0.003003003003003003,332,Not Churned
False,219.2,92,149.4,0,no,no,0,0.0,326,Not Churned
False,252.6,104,169.0,2,no,no,0,0.0058309037900874635,342,Not Churned
False,147.1,91,190.4,0,no,no,0,0.0,316,Not Churned
False,202.1,103,229.4,2,no,no,0,0.006535947712418301,305,Not Churned
False,173.5,93,194.1,3,no,no,0,0.010273972602739725,291,Not Churned
False,232.1,122,292.3,3,no,no,0,0.008645533141210375,346,Not Churned
False,197.1,125,214.5,4,yes,yes,23,0.010810810810810811,369,Not Churned
True,58.2,94,138.7,5,no,no,0,0.01639344262295082,304,Churned
False,115.6,111,237.7,2,no,yes,36,0.006230529595015576,320,Not Churned
False,186.1,98,254.3,2,no,no,0,0.006896551724137931,289,Not Churned
False,259.9,68,245.0,3,yes,no,0,0.009523809523809525,314,Not Churned
False,214.3,145,268.5,1,no,no,0,0.0025906735751295338,385,Not Churned
False,158.7,74,64.3,1,no,no,0,0.003115264797507788,320,Not Churned
False,271.6,71,229.4,2,no,no,0,0.006578947368421052,303,Not Churned
False,160.6,111,163.2,1,no,no,0,0.0028328611898017,352,Not Churned
False,232.4,109,187.4,1,no,no,0,0.0031746031746031746,314,Not Churned
False,133.8,85,180.5,0,no,no,0,0.0,298,Not Churned
False,176.9,109,90.7,1,no,no,0,0.0035087719298245615,284,Not Churned
False,209.9,74,195.1,2,no,no,0,0.007272727272727273,274,Not Churned
False,137.5,118,203.2,0,no,no,0,0.0,339,Not Churned
False,289.5,52,166.6,1,no,yes,23,0.00390625,255,Not Churned
False,198.1,86,177.0,1,no,yes,23,0.0036900369003690036,270,Not Churned
False,149.7,119,182.2,0,no,no,0,0.0,368,Not Churned
True,326.5,67,176.3,2,no,no,0,0.006920415224913495,288,Churned
True,292.9,101,199.7,4,yes,yes,26,0.012012012012012012,332,Churned
False,83.0,64,177.0,0,no,no,0,0.0,262,Not Churned
False,145.7,146,220.5,3,no,yes,24,0.0078125,383,Not Churned
False,182.3,101,328.2,2,no,no,0,0.0061162079510703364,326,Not Churned
False,218.0,86,184.0,3,no,no,0,0.010033444816053512,298,Not Churned
False,140.6,109,178.6,2,no,no,0,0.008097165991902834,246,Not Churned
False,152.7,105,257.5,1,no,no,0,0.0035335689045936395,282,Not Churned
False,106.7,76,209.8,1,no,yes,36,0.003663003663003663,272,Not Churned
False,243.8,98,83.9,2,no,no,0,0.0076045627376425855,262,Not Churned
False,194.4,94,186.7,3,no,no,0,0.010526315789473684,284,Not Churned
False,213.9,95,151.9,3,no,no,0,0.010169491525423728,294,Not Churned
False,217.2,112,246.7,3,no,no,0,0.010067114093959731,297,Not Churned
False,241.1,72,155.6,1,no,no,0,0.0034482758620689655,289,Not Churned
False,203.5,100,247.6,0,yes,no,0,0.0,308,Not Churned
False,155.2,131,244.5,1,no,yes,24,0.003236245954692557,308,Not Churned
False,167.6,139,113.0,1,no,yes,31,0.0025974025974025974,384,Not Churned
True,226.7,98,228.1,2,yes,no,0,0.006430868167202572,310,Churned
False,179.3,93,178.6,3,no,no,0,0.00911854103343465,328,Not Churned
False,151.4,89,186.4,0,no,no,0,0.0,288,Not Churned
False,180.0,80,224.2,3,no,no,0,0.011494252873563218,260,Not Churned
True,250.2,121,267.1,1,no,no,0,0.0028089887640449437,355,Churned
False,223.0,121,110.1,0,no,no,0,0.0,338,Not Churned
False,183.6,116,152.6,3,no,no,0,0.009375,319,Not Churned
False,166.0,114,174.5,1,no,yes,22,0.003424657534246575,291,Not Churned
False,136.1,112,272.9,1,no,no,0,0.0031746031746031746,314,Not Churned
False,149.3,113,242.2,2,no,no,0,0.005780346820809248,345,Not Churned
False,65.4,97,168.2,2,no,no,0,0.006944444444444444,287,Not Churned
False,213.4,111,234.5,1,no,no,0,0.003003003003003003,332,Not Churned
False,206.9,85,244.7,3,no,no,0,0.009933774834437087,301,Not Churned
False,186.2,78,189.6,2,no,yes,27,0.006578947368421052,303,Not Churned
False,280.2,136,220.5,4,no,yes,23,0.011976047904191617,333,Not Churned
False,196.6,84,313.2,0,no,yes,22,0.0,287,Not Churned
True,312.0,109,129.4,0,yes,no,0,0.0,285,Churned
False,199.0,110,291.3,1,yes,yes,36,0.003125,319,Not Churned
False,203.1,96,217.0,3,no,no,0,0.008645533141210375,346,Not Churned
False,168.8,97,220.3,0,no,no,0,0.0,299,Not Churned
False,173.1,140,240.3,1,yes,no,0,0.002717391304347826,367,Not Churned
True,134.4,106,211.3,5,no,no,0,0.015060240963855422,331,Churned
False,202.6,103,118.8,2,no,yes,40,0.0058997050147492625,338,Not Churned
False,74.5,117,200.8,3,no,no,0,0.009259259259259259,323,Not Churned
False,83.6,148,120.9,0,no,no,0,0.0,358,Not Churned
False,192.2,86,168.6,1,no,no,0,0.0033783783783783786,295,Not Churned
False,220.2,89,88.3,0,no,no,0,0.0,298,Not Churned
True,135.1,95,134.1,2,yes,no,0,0.0071174377224199285,280,Churned
False,253.4,77,182.4,1,no,no,0,0.0029940119760479044,333,Not Churned
False,225.0,81,176.9,3,no,no,0,0.011673151750972763,256,Not Churned
True,198.5,99,267.8,0,no,no,0,0.0,237,Churned
False,110.3,107,166.5,0,no,no,0,0.0,301,Not Churned
False,60.0,102,102.2,0,no,yes,37,0.0,291,Not Churned
False,214.8,94,149.7,0,no,no,0,0.0,223,Not Churned
False,181.8,85,202.4,4,no,no,0,0.014134275618374558,282,Not Churned
False,154.0,114,278.0,2,no,yes,23,0.005434782608695652,367,Not Churned
True,157.4,99,117.9,4,no,yes,29,0.014814814814814815,269,Churned
False,207.9,91,172.0,4,no,no,0,0.011396011396011397,350,Not Churned
False,207.0,90,232.9,3,no,no,0,0.010344827586206896,289,Not Churned
False,119.0,101,230.0,0,no,yes,41,0.0,296,Not Churned
False,143.7,117,273.0,0,yes,no,0,0.0,283,Not Churned
False,165.9,126,216.5,4,no,yes,32,0.012738853503184714,313,Not Churned
False,138.6,122,172.3,1,no,no,0,0.0029850746268656717,334,Not Churned
False,84.7,118,249.9,1,no,no,0,0.003246753246753247,307,Not Churned
True,62.6,111,180.6,1,yes,no,0,0.003125,319,Churned
False,155.2,79,235.3,1,no,no,0,0.003484320557491289,286,Not Churned
False,164.9,110,209.3,1,no,yes,25,0.0035714285714285713,279,Not Churned
False,134.5,88,143.1,1,no,no,0,0.0038022813688212928,262,Not Churned
False,143.3,103,211.3,1,no,no,0,0.003215434083601286,310,Not Churned
False,168.3,110,221.2,1,no,no,0,0.003115264797507788,320,Not Churned
False,262.4,55,194.6,2,no,no,0,0.007692307692307693,259,Not Churned
False,206.2,79,260.0,1,no,yes,30,0.0038461538461538464,259,Not Churned
False,225.8,94,193.0,4,no,yes,28,0.012461059190031152,320,Not Churned
False,138.3,89,170.5,3,no,no,0,0.011029411764705883,271,Not Churned
False,94.4,104,136.2,0,no,yes,48,0.0,298,Not Churned
False,160.0,123,175.4,2,yes,no,0,0.006211180124223602,321,Not Churned
False,206.6,105,224.9,0,no,no,0,0.0,325,Not Churned
False,134.7,121,180.0,1,no,no,0,0.003205128205128205,311,Not Churned
False,214.4,78,235.2,3,no,yes,28,0.010033444816053512,298,Not Churned
False,192.8,104,234.4,3,no,no,0,0.009836065573770493,304,Not Churned
False,151.1,90,194.8,1,no,yes,28,0.003484320557491289,286,Not Churned
False,221.4,103,231.8,3,no,no,0,0.009615384615384616,311,Not Churned
False,218.9,88,208.0,0,yes,no,0,0.0,276,Not Churned
True,189.8,96,123.4,2,no,yes,48,0.007352941176470588,271,Churned
False,192.7,85,225.9,2,no,yes,25,0.0078125,255,Not Churned
False,204.4,135,219.1,3,yes,no,0,0.008670520231213872,345,Not Churned
False,172.3,97,174.0,2,no,no,0,0.0060790273556231,328,Not Churned
False,198.4,93,210.9,2,no,no,0,0.007168458781362007,278,Not Churned
False,211.7,115,159.9,1,no,yes,37,0.0035587188612099642,280,Not Churned
False,221.6,74,288.4,1,no,yes,28,0.0035460992907801418,281,Not Churned
False,197.9,108,181.5,3,no,no,0,0.010752688172043012,278,Not Churned
False,147.5,90,175.7,2,no,yes,24,0.006578947368421052,303,Not Churned
False,206.4,122,128.0,2,no,no,0,0.006369426751592357,313,Not Churned
False,205.9,88,209.3,2,no,no,0,0.0076045627376425855,262,Not Churned
False,207.6,88,132.4,0,no,no,0,0.0,254,Not Churned
True,303.9,95,260.9,1,no,no,0,0.0033112582781456954,301,Churned
False,230.6,121,219.4,0,no,yes,34,0.0,316,Not Churned
False,99.5,110,129.1,0,no,no,0,0.0,317,Not Churned
False,177.1,112,194.0,1,no,no,0,0.002967359050445104,336,Not Churned
True,172.7,93,120.1,5,no,yes,37,0.016611295681063124,300,Churned
False,172.7,86,133.4,1,no,yes,18,0.003663003663003663,272,Not Churned
False,204.2,115,179.9,1,no,no,0,0.002617801047120419,381,Not Churned
False,85.7,83,247.7,2,no,no,0,0.008298755186721992,240,Not Churned
False,157.6,117,184.3,0,no,no,0,0.0,275,Not Churned
False,215.5,129,218.7,4,no,no,0,0.011527377521613832,346,Not Churned
False,181.5,98,199.9,1,no,no,0,0.0032679738562091504,305,Not Churned
False,171.7,80,110.4,2,no,no,0,0.007220216606498195,276,Not Churned
True,266.6,106,264.8,1,no,no,0,0.0025252525252525255,395,Churned
True,170.4,108,350.5,0,no,no,0,0.0,266,Churned
False,158.0,106,292.5,1,no,no,0,0.0031847133757961785,313,Not Churned
False,92.0,117,253.6,1,no,no,0,0.003389830508474576,294,Not Churned
False,234.0,109,249.5,2,no,no,0,0.006688963210702341,298,Not Churned
True,272.1,111,268.5,1,no,no,0,0.002898550724637681,344,Churned
True,296.4,99,214.8,4,no,no,0,0.013377926421404682,298,Churned
False,194.4,101,190.3,0,no,no,0,0.0,292,Not Churned
False,227.2,128,258.4,3,no,no,0,0.010033444816053512,298,Not Churned
True,248.7,109,220.0,1,no,no,0,0.003246753246753247,307,Churned
False,236.3,102,195.9,1,no,yes,38,0.0033003300330033004,302,Not Churned
False,205.6,69,169.5,0,no,no,0,0.0,229,Not Churned
False,94.1,136,280.3,0,no,no,0,0.0,339,Not Churned
False,125.2,99,205.4,0,no,no,0,0.0,319,Not Churned
False,60.4,158,306.2,1,no,no,0,0.003048780487804878,327,Not Churned
False,121.0,105,270.4,2,no,yes,28,0.006993006993006993,285,Not Churned
False,117.8,66,256.8,3,no,yes,29,0.011538461538461539,259,Not Churned
False,232.4,96,211.9,3,no,yes,21,0.009316770186335404,321,Not Churned
True,223.5,81,188.8,2,yes,yes,32,0.007722007722007722,258,Churned
False,176.3,79,259.2,0,no,no,0,0.0,257,Not Churned
False,125.2,79,177.8,1,no,yes,32,0.0036101083032490976,276,Not Churned
False,138.7,107,256.9,0,no,no,0,0.0,297,Not Churned
False,86.3,134,246.6,1,no,no,0,0.003105590062111801,321,Not Churned
False,207.0,91,154.9,3,no,no,0,0.00909090909090909,329,Not Churned
False,58.8,104,219.5,0,no,yes,30,0.0,332,Not Churned
False,68.7,95,209.2,1,no,yes,35,0.004739336492890996,210,Not Churned
False,239.2,109,235.5,1,no,yes,33,0.003115264797507788,320,Not Churned
False,198.3,130,217.1,0,no,no,0,0.0,315,Not Churned
False,205.2,97,240.6,0,no,no,0,0.0,294,Not Churned
False,192.1,98,312.9,3,no,no,0,0.00909090909090909,329,Not Churned
True,272.6,83,248.7,1,no,no,0,0.0036900369003690036,270,Churned
True,128.3,121,197.1,7,no,no,0,0.01881720430107527,371,Churned
False,169.6,99,264.1,0,no,no,0,0.0,268,Not Churned
False,201.3,95,152.8,1,no,no,0,0.003745318352059925,266,Not Churned
False,214.7,97,138.5,1,no,yes,17,0.00423728813559322,235,Not Churned
False,169.2,70,271.5,0,no,no,0,0.0,253,Not Churned
False,194.1,121,176.6,2,no,no,0,0.005333333333333333,374,Not Churned
False,233.8,104,266.5,2,no,no,0,0.006535947712418301,305,Not Churned
False,225.1,67,199.2,0,no,no,0,0.0,298,Not Churned
True,213.0,63,176.6,1,no,no,0,0.003816793893129771,261,Churned
False,183.9,115,255.9,1,no,no,0,0.002680965147453083,372,Not Churned
False,221.8,105,161.7,0,no,yes,34,0.0,259,Not Churned
False,64.6,98,176.1,2,no,yes,21,0.007434944237918215,268,Not Churned
False,154.6,92,83.4,1,no,yes,37,0.003355704697986577,297,Not Churned
False,260.2,131,179.2,3,no,no,0,0.0079155672823219,378,Not Churned
False,161.6,117,123.0,1,no,yes,33,0.0031847133757961785,313,Not Churned
False,220.6,117,155.2,1,no,no,0,0.0029498525073746312,338,Not Churned
False,155.9,122,162.3,3,no,yes,41,0.008823529411764706,339,Not Churned
True,107.0,63,105.7,4,no,no,0,0.019230769230769232,207,Churned
False,182.5,104,204.7,4,no,no,0,0.012987012987012988,307,Not Churned
False,220.1,78,234.3,4,yes,yes,38,0.016736401673640166,238,Not Churned
False,152.2,112,177.2,1,no,no,0,0.0029850746268656717,334,Not Churned
False,181.5,95,205.1,2,no,no,0,0.007272727272727273,274,Not Churned
True,236.2,77,218.6,2,yes,no,0,0.007633587786259542,261,Churned
False,166.1,105,79.3,1,no,no,0,0.0033444816053511705,298,Not Churned
False,244.6,89,188.8,1,yes,no,0,0.003472222222222222,287,Not Churned
False,134.2,85,227.3,2,no,yes,23,0.006329113924050633,315,Not Churned
False,149.7,122,211.1,1,yes,yes,39,0.003424657534246575,291,Not Churned
False,150.1,109,264.7,1,no,yes,29,0.0031847133757961785,313,Not Churned
True,257.1,53,312.2,1,yes,no,0,0.0037174721189591076,268,Churned
False,124.4,83,179.7,0,no,no,0,0.0,269,Not Churned
False,141.7,121,232.3,1,no,yes,36,0.0026954177897574125,370,Not Churned
False,230.0,87,103.2,2,no,no,0,0.005479452054794521,364,Not Churned
False,162.3,88,213.7,0,no,no,0,0.0,289,Not Churned
True,350.8,75,216.5,1,no,no,0,0.0035842293906810036,278,Churned
False,193.3,96,264.1,4,no,no,0,0.011834319526627219,337,Not Churned
False,78.2,127,253.4,1,no,no,0,0.0029498525073746312,338,Not Churned
False,83.4,110,232.2,1,no,no,0,0.0027247956403269754,366,Not Churned
False,195.6,99,267.8,0,no,no,0,0.0,297,Not Churned
False,201.8,81,225.0,1,no,no,0,0.0035211267605633804,283,Not Churned
False,197.0,110,222.8,2,no,no,0,0.0064516129032258064,309,Not Churned
True,218.0,57,114.4,0,yes,no,0,0.0,241,Churned
False,164.8,98,229.9,2,no,no,0,0.006557377049180328,304,Not Churned
False,179.2,77,210.7,2,no,no,0,0.008298755186721992,240,Not Churned
False,214.0,113,180.0,0,no,yes,21,0.0,314,Not Churned
False,170.5,87,118.2,2,no,no,0,0.006211180124223602,321,Not Churned
False,205.7,123,214.5,1,no,no,0,0.0028089887640449437,355,Not Churned
True,165.5,84,286.2,1,yes,no,0,0.003472222222222222,287,Churned
False,221.0,100,160.7,2,no,no,0,0.006369426751592357,313,Not Churned
False,242.1,118,191.0,3,no,no,0,0.011363636363636364,263,Not Churned
False,151.6,107,155.4,1,no,no,0,0.003125,319,Not Churned
False,176.2,87,145.0,0,yes,no,0,0.0,264,Not Churned
